record_id,date,city,ward,road_name,latitude,longitude,rainfall_mm,humidity_percent,traffic_density_vph,road_age_years,vehicle_load_tons,drainage_quality_score,risk_label
RRA-01369,2025-11-05,Bangalore,Peenya Ward,Tumkur Road,13.027995,77.510436,4.06,44.7,753.6,7.4,8.65,84.46,Low
RRA-01370,2025-09-08,Chennai,Teynampet Ward,Anna Salai,13.049845,80.245992,27.73,61.68,1159.6,26.0,20.94,24.53,Critical
RRA-01371,2025-04-20,Bangalore,Whitefield Ward,Whitefield Main Road,12.959079,77.76735,8.33,56.32,2434.6,9.0,12.9,34.76,Medium
RRA-01372,2025-02-09,Mumbai,Ghatkopar Ward,LBS Marg,19.078161,72.919698,6.75,45.16,278.9,8.0,10.43,64.75,Low
RRA-01373,2025-04-18,Pune,Bibwewadi Ward,Pune Satara Road,18.462651,73.857622,8.33,43.52,1474.2,27.2,3.14,53.6,Medium
RRA-01374,2025-05-02,Mumbai,Ghatkopar Ward,LBS Marg,19.094063,72.903447,26.07,57.12,1471.3,8.0,15.21,64.75,Medium
RRA-01375,2025-03-21,Pune,Katraj Ward,Katraj Dehu Road Bypass,18.450123,73.856751,16.13,51.12,1936.5,27.9,10.11,10.35,Critical
RRA-01376,2025-10-29,Mumbai,Bandra Ward,SV Road,19.056906,72.834932,16.19,52.97,2446.1,13.0,7.19,25.17,Medium
RRA-01377,2025-03-02,Mumbai,Chembur Ward,Eastern Express Highway,19.05113,72.894111,7.48,41.63,332.8,22.7,19.05,49.17,Medium
RRA-01378,2025-04-05,Chennai,Tambaram Ward,GST Road,12.932503,80.091637,7.85,47.55,1029.8,27.5,17.08,8.73,High
RRA-01379,2025-01-01,Mumbai,Thane Ward,Ghodbunder Road,19.241099,72.975741,5.78,,877.5,18.8,4.65,60.54,Low
RRA-01380,2025-04-05,Mumbai,Malad Ward,Link Road,19.181132,72.847372,15.62,64.42,1552.0,27.8,14.42,34.41,High
RRA-01381,2025-04-19,Mumbai,Malad Ward,Link Road,19.20144,72.848543,19.91,57.02,1501.7,27.8,4.29,34.41,High
RRA-01382,2025-08-05,Bangalore,Peenya Ward,Tumkur Road,13.034381,77.527245,31.29,73.23,688.6,7.4,6.54,84.46,Low
RRA-01383,2025-11-08,Mumbai,Bandra Ward,SV Road,19.062514,72.84272,5.57,64.65,205.6,13.0,13.05,25.17,Low
RRA-01384,2025-04-08,Delhi,Dwarka Ward,NH48 Highway,28.592537,77.056265,10.68,57.66,403.5,3.7,4.98,33.75,Low
RRA-01385,2025-07-23,Mumbai,Malad Ward,Link Road,19.19726,72.851805,66.83,87.75,1130.3,27.8,9.72,34.41,Critical
RRA-01386,2025-08-17,Hyderabad,Gachibowli Ward,Outer Ring Road,17.448475,78.370802,46.07,88.29,2033.0,11.2,14.14,21.41,Critical
RRA-01387,2025-04-05,Pune,Vadgaon Sheri Ward,Nagar Road,18.556001,73.91217,,46.26,826.2,27.7,22.71,20.82,High
RRA-01388,2025-10-23,Bangalore,Kengeri Ward,Mysore Road,12.896931,77.482641,22.36,67.9,880.0,10.9,30.57,33.33,Medium
RRA-01389,2025-12-06,Delhi,Azadpur Ward,GT Karnal Road,28.715096,77.182925,4.88,47.79,947.5,8.5,15.19,55.67,Low
RRA-01390,2025-08-13,Bangalore,Peenya Ward,Tumkur Road,13.031121,77.526296,35.28,69.83,890.7,7.4,8.7,84.46,Low
RRA-01391,2025-07-17,Chennai,Tambaram Ward,GST Road,12.916957,80.106926,7.31,42.14,1620.1,27.5,8.49,8.73,High
RRA-01392,2025-04-06,Delhi,Nangloi Ward,Rohtak Road,28.679978,77.063067,11.87,59.6,1525.1,7.7,8.58,55.52,Low
RRA-01393,2025-05-09,Delhi,Nangloi Ward,Rohtak Road,28.678199,77.049198,12.27,51.12,1222.5,7.7,4.14,55.52,Low
RRA-01394,2025-05-25,Delhi,Dwarka Ward,NH48 Highway,28.580515,77.054013,29.36,53.41,265.3,3.7,16.34,33.75,Low
RRA-01395,2025-02-09,Hyderabad,Uppal Ward,Uppal Road,17.402377,78.562677,4.4,57.47,688.9,22.8,18.71,33.72,Medium
RRA-01396,2025-01-28,Chennai,Teynampet Ward,Anna Salai,13.047222,80.240284,5.95,47.88,1671.7,26.0,7.26,24.53,High
RRA-01397,2025-03-26,Mumbai,Ghatkopar Ward,LBS Marg,19.08327,72.901226,13.0,48.06,746.8,8.0,6.85,64.75,Low
RRA-01398,2025-08-07,Chennai,Neelankarai Ward,East Coast Road,12.965257,80.272402,10.21,67.38,1275.9,26.6,15.58,44.7,High
RRA-01399,2025-03-16,Pune,Vadgaon Sheri Ward,Nagar Road,18.553977,73.91323,14.06,65.86,1303.5,27.7,8.98,20.82,High
RRA-01400,2025-05-07,Bangalore,Electronic City Ward,Hosur Road,12.843851,77.667447,17.9,40.41,2296.7,3.2,5.19,45.63,Low
RRA-01401,2025-04-22,Mumbai,Malad Ward,Link Road,19.198407,72.849563,28.31,66.73,1906.4,27.8,8.2,34.41,Critical
RRA-01402,2025-09-13,Hyderabad,Banjara Hills Ward,Banjara Hills Road No 12,17.402923,78.433324,21.65,64.75,8255.079213826588,24.5,19.14,34.45,Critical
RRA-01403,2025-07-02,Mumbai,Thane Ward,Ghodbunder Road,19.247377,72.973519,62.96,84.34,1410.3,18.8,7.23,60.54,Critical
RRA-01404,2025-01-15,Pune,Katraj Ward,Katraj Dehu Road Bypass,18.449339,73.866435,7.99,51.55,2845.7,27.9,8.97,10.35,Critical
RRA-01405,2025-05-15,Bangalore,Electronic City Ward,Hosur Road,12.852326,77.657788,22.62,53.15,1262.7,3.2,5.89,45.63,Low
RRA-01406,2025-02-27,Hyderabad,Gachibowli Ward,Outer Ring Road,17.444091,78.367736,13.62,54.56,1601.4,11.2,8.28,21.41,Medium
RRA-01407,2025-10-20,Pune,Baner Ward,Baner Road,18.555927,73.794874,7.53,58.21,1011.0,6.4,5.4,70.82,Low
RRA-01408,2025-12-13,Bangalore,HAL Ward,Old Airport Road,12.965087,77.642717,5.63,37.17,1876.9,5.6,17.02,58.83,Low
RRA-01409,2025-09-01,Hyderabad,Gachibowli Ward,Outer Ring Road,17.441504,78.375001,34.11,59.0,1084.8,11.2,9.29,21.41,Medium
RRA-01410,2025-12-26,Hyderabad,Hussain Sagar Ward,Tank Bund Road,17.431736,78.46882,12.24,54.77,2134.7,22.2,7.53,26.42,High
RRA-01411,2025-09-10,Chennai,Koyambedu Ward,Poonamallee High Road,13.073807,80.189779,24.12,,1412.0,2.5,8.04,52.88,Low
RRA-01412,2025-07-07,Bangalore,Whitefield Ward,Whitefield Main Road,12.976694,77.746259,40.48,69.32,1162.2,9.0,13.21,34.76,Medium
RRA-01413,2025-06-29,Chennai,Koyambedu Ward,Poonamallee High Road,13.061162,80.188522,14.56,48.18,1927.7,2.5,9.92,52.88,Low
RRA-01414,2025-06-25,Mumbai,Ghatkopar Ward,LBS Marg,19.087052,72.910428,63.73,81.71,1338.9,8.0,31.13,64.75,Critical
RRA-01415,2025-10-15,Chennai,Sholinganallur Ward,Old Mahabalipuram Road,12.896127,80.219606,33.22,59.26,758.1,8.9,5.96,46.95,Low
RRA-01416,2025-02-08,Bangalore,HAL Ward,Old Airport Road,12.959946,77.657938,15.12,50.32,1717.5,5.6,10.96,58.83,Low
RRA-01417,2025-12-24,Pune,Katraj Ward,Katraj Dehu Road Bypass,18.453881,73.876403,7.25,44.69,1730.7,27.9,12.62,10.35,High
RRA-01418,2025-04-10,Chennai,Koyambedu Ward,Poonamallee High Road,13.061385,80.197486,11.75,47.85,1139.0,2.5,10.14,52.88,Low
RRA-01419,2025-08-30,Bangalore,Bellandur Ward,Sarjapur Road,12.915411,77.689781,22.35,62.58,1256.8,21.0,4.47,33.19,Medium
RRA-01420,2025-06-01,Hyderabad,Banjara Hills Ward,Banjara Hills Road No 12,17.426841,78.439329,13.94,48.94,1480.5,24.5,10.38,34.45,High
RRA-01421,2025-02-26,Pune,Baner Ward,Baner Road,18.550791,73.789048,11.74,59.03,,6.4,9.61,70.82,Low
RRA-01422,2025-01-15,Mumbai,Andheri Ward,Western Express Highway,19.127387,72.844058,9.98,55.17,725.3,18.2,5.98,59.23,Low
RRA-01423,2025-02-09,Bangalore,Peenya Ward,Tumkur Road,13.033971,77.511655,2.91,41.56,1596.5,7.4,6.99,84.46,Low
RRA-01424,2025-05-12,Chennai,Sholinganallur Ward,Old Mahabalipuram Road,12.904556,80.231961,15.12,57.98,1927.4,8.9,8.29,46.95,Medium
RRA-01425,2025-12-30,Delhi,Dhaula Kuan Ward,Outer Ring Road,28.598192,77.150604,6.0,52.69,1813.2,27.2,9.46,32.72,High
RRA-01426,2025-12-16,Delhi,Nangloi Ward,Rohtak Road,28.680839,77.055657,6.91,38.36,861.5,7.7,12.23,55.52,Low
RRA-01427,2025-10-15,Bangalore,Kengeri Ward,Mysore Road,12.905782,77.48308,15.3,,1854.4,10.9,7.6,33.33,Medium
RRA-01428,2025-07-21,Hyderabad,Gachibowli Ward,Outer Ring Road,17.443625,78.374515,39.7,70.4,2290.9,11.2,8.36,21.41,High
RRA-01429,2025-12-10,Pune,Katraj Ward,Katraj Dehu Road Bypass,18.450062,73.866532,9.53,52.18,,27.9,9.02,10.35,High
RRA-01430,2025-06-25,Bangalore,Electronic City Ward,Hosur Road,12.844733,77.654359,32.55,62.78,432.2,3.2,18.02,45.63,Low
RRA-01431,2025-09-19,Bangalore,Electronic City Ward,Hosur Road,12.838677,77.653685,14.23,53.05,1779.6,3.2,2.0,45.63,Low
RRA-01432,2025-09-23,Bangalore,Whitefield Ward,Whitefield Main Road,12.984581,77.749347,21.67,56.28,1520.3,9.0,10.74,34.76,Medium
RRA-01433,2025-09-05,Delhi,Dhaula Kuan Ward,Outer Ring Road,28.600222,77.161458,23.64,56.66,1979.1,27.2,20.42,32.72,Critical
RRA-01434,2025-10-30,Hyderabad,Banjara Hills Ward,Banjara Hills Road No 12,17.419758,78.428089,8.45,57.12,1226.3,24.5,12.01,34.45,High
RRA-01435,2025-12-11,Mumbai,Andheri Ward,Western Express Highway,19.114815,72.839809,18.34,55.14,1023.8,18.2,6.24,59.23,Medium
RRA-01436,2025-09-15,Bangalore,Peenya Ward,Tumkur Road,13.034809,77.515386,16.06,61.22,,7.4,33.92,84.46,Medium
RRA-01437,2025-06-01,Hyderabad,Banjara Hills Ward,Banjara Hills Road No 12,17.401214,78.431296,25.83,64.47,873.9,24.5,10.34,34.45,High
RRA-01438,2025-08-23,Hyderabad,Uppal Ward,Uppal Road,17.403573,78.547175,28.9,71.47,717.4,22.8,13.62,33.72,High
RRA-01439,2025-04-23,Bangalore,Bannerghatta Ward,Bannerghatta Road,12.901799,77.597761,7.95,52.91,2132.0,27.2,17.72,33.99,High
RRA-01440,2025-11-07,Mumbai,Bandra Ward,SV Road,19.06859,72.834662,8.67,47.59,,13.0,10.96,25.17,Medium
RRA-01441,2025-06-16,Pune,Vadgaon Sheri Ward,Nagar Road,18.554414,73.919753,41.84,74.68,2387.6,27.7,7.11,20.82,Critical
RRA-01442,2025-08-01,Hyderabad,Uppal Ward,Uppal Road,17.412502,78.55389,37.07,63.9,760.7,22.8,10.71,33.72,High
RRA-01443,2025-04-17,Hyderabad,Banjara Hills Ward,Banjara Hills Road No 12,17.417479,78.436759,11.55,46.6,1705.4,24.5,19.78,34.45,High
RRA-01444,2025-10-02,Delhi,Laxmi Nagar Ward,Vikas Marg,28.63479,77.272822,15.28,54.31,1243.7,9.6,8.36,24.48,Low
RRA-01445,2025-08-09,Mumbai,Andheri Ward,Western Express Highway,19.122195,72.84604,40.01,66.72,1445.7,18.2,10.7,59.23,High
RRA-01446,2025-11-02,Bangalore,Electronic City Ward,Hosur Road,12.844037,77.650955,5.52,43.7,883.1,3.2,17.59,45.63,Low
RRA-01447,2025-12-13,Pune,Baner Ward,Baner Road,18.560004,73.803208,6.07,60.92,160.6,6.4,4.98,70.82,Low
RRA-01448,2025-04-29,Chennai,Teynampet Ward,Anna Salai,13.048535,80.238707,17.13,50.11,1916.1,26.0,16.84,24.53,Critical
RRA-01449,2025-12-30,Pune,Baner Ward,Baner Road,18.554029,73.783713,11.99,54.75,1518.8,6.4,23.82,70.82,Medium
RRA-01450,2025-06-28,Mumbai,Ghatkopar Ward,LBS Marg,19.088471,72.900766,61.41,77.53,1733.0,8.0,15.29,64.75,High
RRA-01451,2025-12-05,Pune,Vadgaon Sheri Ward,Nagar Road,18.568215,73.910878,5.88,49.5,1190.0,27.7,13.7,20.82,High
RRA-01452,2025-06-11,Bangalore,Marathahalli Ward,Outer Ring Road,12.960113,77.691895,26.38,58.95,520.5,15.6,5.19,54.34,Medium
RRA-01453,2025-08-12,Hyderabad,Uppal Ward,Uppal Road,17.399367,78.55751,35.22,74.03,1667.3,22.8,9.0,33.72,High
RRA-01454,2025-07-23,Delhi,Dhaula Kuan Ward,Outer Ring Road,28.594783,77.156593,47.3,75.44,1917.6,27.2,16.68,32.72,Critical
RRA-01455,2025-04-24,Delhi,Nangloi Ward,Rohtak Road,28.681532,77.056831,9.12,46.57,886.2,7.7,33.76,55.52,Medium
RRA-01456,2025-05-14,Delhi,Dwarka Ward,NH48 Highway,28.59502,77.045624,11.08,51.85,820.0,3.7,4.82,33.75,Low
RRA-01457,2025-01-27,Hyderabad,Gachibowli Ward,Outer Ring Road,17.443094,78.36749,5.44,53.94,2105.9,11.2,16.74,21.41,Medium
RRA-01458,2025-12-19,Chennai,Neelankarai Ward,East Coast Road,12.958926,80.250981,15.51,54.85,2136.5,26.6,10.19,44.7,High
RRA-01459,2025-10-22,Bangalore,Whitefield Ward,Whitefield Main Road,12.961307,77.755867,10.87,45.87,1130.3,9.0,25.07,34.76,Medium
RRA-01460,2025-02-08,Bangalore,Whitefield Ward,Whitefield Main Road,12.980419,77.757491,19.57,55.72,1650.9,9.0,,34.76,Medium
RRA-01461,2025-06-18,Bangalore,Bellandur Ward,Sarjapur Road,12.9096,77.685321,30.59,60.3,1346.2,21.0,6.17,33.19,High
RRA-01462,2025-01-23,Bangalore,Whitefield Ward,Whitefield Main Road,12.974534,77.750759,7.38,40.77,2496.3,9.0,18.6,34.76,Medium
RRA-01463,2025-09-06,Chennai,Teynampet Ward,Anna Salai,13.039784,80.241202,22.89,61.48,987.6,26.0,7.49,24.53,High
RRA-01464,2025-09-01,Pune,Bibwewadi Ward,Pune Satara Road,18.462952,73.863363,20.08,,1243.6,27.2,2.86,53.6,Medium
RRA-01465,2025-10-23,Bangalore,Marathahalli Ward,Outer Ring Road,12.961873,77.688949,12.35,66.74,1931.1,15.6,22.23,54.34,High
RRA-01466,2025-07-09,Bangalore,HAL Ward,Old Airport Road,12.953195,77.648548,51.42,77.24,1240.2,5.6,6.62,58.83,Medium
RRA-01467,2025-10-22,Delhi,Laxmi Nagar Ward,Vikas Marg,28.632417,77.270429,5.34,41.72,1306.9,9.6,7.9,24.48,Low
RRA-01468,2025-12-16,Mumbai,Thane Ward,Ghodbunder Road,19.247551,72.973456,7.59,42.89,2088.7,18.8,11.37,60.54,Medium
RRA-01469,2025-07-01,Hyderabad,Gachibowli Ward,Outer Ring Road,17.44643,78.373153,,69.28,2009.9,11.2,3.98,21.41,High
RRA-01470,2025-01-17,Mumbai,Chembur Ward,Eastern Express Highway,19.056803,72.903125,12.56,49.93,1919.3,22.7,12.97,49.17,High
RRA-01471,2025-03-02,Delhi,Nangloi Ward,Rohtak Road,28.675005,77.056448,9.81,55.11,1278.8,7.7,7.37,55.52,Low
RRA-01472,2025-12-20,Bangalore,Bannerghatta Ward,Bannerghatta Road,12.88802,77.606442,7.87,52.79,1357.4,27.2,,33.99,Medium
RRA-01473,2025-04-11,Delhi,Azadpur Ward,GT Karnal Road,28.720869,77.169469,10.83,37.75,1507.5,8.5,12.87,55.67,Low
RRA-01474,2025-09-17,Bangalore,Peenya Ward,Tumkur Road,13.035772,77.516731,13.44,44.14,377.2,7.4,29.78,84.46,Low
RRA-01475,2025-12-21,Hyderabad,Banjara Hills Ward,Banjara Hills Road No 12,17.414934,78.435593,3.02,44.14,1603.1,24.5,10.81,34.45,Medium
RRA-01476,2025-02-23,Hyderabad,Banjara Hills Ward,Banjara Hills Road No 12,17.426342,78.434294,14.09,,1741.0,24.5,4.63,34.45,High
RRA-01477,2025-05-28,Pune,Katraj Ward,Katraj Dehu Road Bypass,18.450034,73.865615,26.14,56.48,952.1,27.9,7.2,10.35,High
RRA-01478,2025-01-06,Pune,Katraj Ward,Katraj Dehu Road Bypass,18.441202,73.858903,6.14,55.83,1109.4,27.9,12.66,10.35,High
RRA-01479,2025-10-18,Delhi,Dhaula Kuan Ward,Outer Ring Road,28.597108,77.164844,10.27,47.8,1715.2,27.2,11.6,32.72,High
RRA-01480,2025-12-07,Mumbai,Ghatkopar Ward,LBS Marg,19.08277,72.90077,12.86,55.95,1589.8,8.0,12.82,64.75,Low
RRA-01481,2025-10-09,Mumbai,Andheri Ward,Western Express Highway,19.118788,72.840757,13.59,46.02,1643.0,18.2,12.84,59.23,Medium
RRA-01482,2025-10-17,Bangalore,Peenya Ward,Tumkur Road,13.023598,77.518552,7.9,51.12,2129.1,7.4,7.86,84.46,Low
RRA-01483,2025-11-11,Mumbai,Ghatkopar Ward,LBS Marg,19.089138,72.9062,6.16,52.35,299.5,8.0,27.13,64.75,Low
RRA-01484,2025-06-22,Chennai,Sholinganallur Ward,Old Mahabalipuram Road,12.903861,80.230833,13.67,56.56,1154.6,8.9,8.52,46.95,Low
RRA-01485,2025-05-15,Pune,Baner Ward,Baner Road,18.559452,73.792998,16.85,46.34,1068.3,6.4,17.24,70.82,Low
RRA-01486,2025-12-18,Bangalore,Bellandur Ward,Sarjapur Road,12.910168,77.678887,13.59,63.17,705.3,21.0,24.67,33.19,High
RRA-01487,2025-09-15,Chennai,Neelankarai Ward,East Coast Road,12.954753,80.264141,26.82,61.36,1603.7,26.6,14.89,44.7,High
RRA-01488,2025-05-16,Bangalore,Electronic City Ward,Hosur Road,12.840165,77.656631,28.3,65.21,1989.9,3.2,9.64,45.63,Medium
RRA-01489,2025-06-10,Delhi,Nizamuddin Ward,Mathura Road,28.588313,77.24775,29.84,69.32,100.0,15.6,8.1,61.4,Low
RRA-01490,2025-10-31,Mumbai,Thane Ward,Ghodbunder Road,19.241223,72.973953,12.83,52.2,2571.0,18.8,12.65,60.54,High
RRA-01491,2025-11-01,Bangalore,Bannerghatta Ward,Bannerghatta Road,12.892567,77.600924,17.45,51.28,1129.2,27.2,15.38,33.99,High
RRA-01492,2025-10-29,Chennai,Neelankarai Ward,East Coast Road,12.950514,80.266206,32.35,64.35,2031.0,26.6,17.14,44.7,Critical
RRA-01493,2025-09-03,Mumbai,Malad Ward,Link Road,19.201915,72.852057,19.73,49.15,790.5,27.8,16.28,34.41,High
RRA-01494,2025-02-22,Mumbai,Vashi Ward,Sion Panvel Highway,19.071862,72.994198,11.98,59.99,2013.3,15.5,18.8,64.06,Medium
RRA-01495,2025-12-13,Delhi,Nizamuddin Ward,Mathura Road,28.587446,77.256521,13.32,49.9,1477.3,15.6,13.96,61.4,Medium
RRA-01496,2025-12-19,Delhi,Dhaula Kuan Ward,Outer Ring Road,28.600032,77.168753,4.6,48.7,1491.7,27.2,15.31,32.72,High
RRA-01497,2025-05-22,Mumbai,Ghatkopar Ward,LBS Marg,19.09359,72.919505,43.0,83.32,2052.9,8.0,17.79,64.75,High
RRA-01498,2025-11-05,Pune,Katraj Ward,Katraj Dehu Road Bypass,18.454488,73.866512,10.0,49.67,1176.1,27.9,6.39,10.35,High
RRA-01499,2025-02-19,Pune,Katraj Ward,Katraj Dehu Road Bypass,18.453191,73.850952,4.0,50.03,2158.2,27.9,4.07,10.35,High
RRA-01500,2025-11-10,Bangalore,Whitefield Ward,Whitefield Main Road,12.975494,77.743512,7.87,60.31,1124.8,9.0,5.7,34.76,Low
RRA-01501,2025-08-05,Delhi,Laxmi Nagar Ward,Vikas Marg,28.631257,77.273742,38.85,68.47,1288.9,9.6,8.95,24.48,Medium
RRA-01502,2025-03-29,Bangalore,Marathahalli Ward,Outer Ring Road,12.965061,77.702965,8.74,57.17,1364.9,15.6,8.12,54.34,Low
RRA-01503,2025-11-14,Chennai,Tambaram Ward,GST Road,12.928635,80.112048,30.99,78.22,1299.1,27.5,12.28,8.73,Critical
RRA-01504,2025-09-24,Mumbai,Bandra Ward,SV Road,19.060278,72.834946,,50.62,1450.3,13.0,15.42,25.17,Medium
RRA-01505,2025-12-04,Pune,Katraj Ward,Katraj Dehu Road Bypass,18.44778,73.8599,3.17,54.22,846.5,27.9,24.66,10.35,High
RRA-01506,2025-07-04,Mumbai,Chembur Ward,Eastern Express Highway,19.057553,72.900709,63.22,88.24,1518.9,22.7,14.7,49.17,Critical
RRA-01507,2025-09-21,Mumbai,Ghatkopar Ward,LBS Marg,19.08521,72.906616,12.35,66.77,1855.5,8.0,10.45,64.75,Medium
RRA-01508,2025-02-14,Delhi,Laxmi Nagar Ward,Vikas Marg,28.636122,77.275532,8.51,63.29,1464.0,9.6,3.3,24.48,Low
RRA-01509,2025-09-25,Bangalore,Bannerghatta Ward,Bannerghatta Road,12.904368,77.600757,10.45,61.87,2329.6,27.2,3.56,33.99,High
RRA-01510,2025-08-08,Delhi,Dwarka Ward,NH48 Highway,28.604025,77.038496,40.5,72.38,1827.3,3.7,,33.75,Medium
RRA-01511,2025-03-01,Mumbai,Chembur Ward,Eastern Express Highway,19.050052,72.901494,8.06,43.06,1227.0,22.7,15.74,49.17,Medium
RRA-01512,2025-07-11,Delhi,Dwarka Ward,NH48 Highway,28.591415,77.04569,42.54,74.69,1212.0,3.7,7.86,33.75,Medium
RRA-01513,2025-10-28,Bangalore,Kengeri Ward,Mysore Road,12.899502,77.480862,11.92,60.12,3138.1,10.9,9.65,33.33,High
RRA-01514,2025-04-17,Mumbai,Andheri Ward,Western Express Highway,19.116575,72.847784,20.28,46.85,2371.0,18.2,12.02,59.23,High
RRA-01515,2025-03-01,Hyderabad,Gachibowli Ward,Outer Ring Road,17.430982,78.378168,6.86,55.22,837.2,11.2,9.75,21.41,Low
RRA-01516,2025-06-14,Delhi,Dwarka Ward,NH48 Highway,28.599564,77.042916,30.06,69.69,3949.246916676524,3.7,9.95,33.75,Low
RRA-01517,2025-01-25,Mumbai,Malad Ward,Link Road,19.180438,72.837721,6.52,52.7,429.9,27.8,2.6,34.41,Medium
RRA-01518,2025-04-19,Delhi,Dhaula Kuan Ward,Outer Ring Road,28.590005,77.163164,6.86,51.79,1773.6,27.2,7.89,32.72,High
RRA-01519,2025-05-14,Bangalore,Electronic City Ward,Hosur Road,12.851621,77.655279,12.63,59.71,1431.7,3.2,14.02,45.63,Low
RRA-01520,2025-01-05,Mumbai,Ghatkopar Ward,LBS Marg,19.083491,72.910364,10.06,51.7,445.3,8.0,33.96,64.75,Medium
RRA-01521,2025-04-18,Mumbai,Vashi Ward,Sion Panvel Highway,19.070208,73.005587,17.69,55.42,979.6,15.5,15.3,64.06,Medium
RRA-01522,2025-10-22,Bangalore,Whitefield Ward,Whitefield Main Road,12.968111,77.751668,9.45,60.94,627.0,9.0,22.5,34.76,Medium
RRA-01523,2025-01-20,Delhi,Dhaula Kuan Ward,Outer Ring Road,28.597217,77.169837,8.23,48.18,,27.2,9.93,32.72,Medium
RRA-01524,2025-12-13,Bangalore,HAL Ward,Old Airport Road,12.943523,77.642549,6.16,54.9,1225.4,5.6,7.82,58.83,Low
RRA-01525,2025-09-07,Chennai,Teynampet Ward,Anna Salai,13.037669,80.241034,28.03,61.48,571.4,26.0,6.24,24.53,High
RRA-01526,2025-12-21,Mumbai,Vashi Ward,Sion Panvel Highway,19.081422,72.997992,8.24,41.93,570.2,15.5,15.46,64.06,Low
RRA-01527,2025-02-12,Mumbai,Ghatkopar Ward,LBS Marg,19.090357,72.910702,6.21,44.81,2674.6,8.0,15.68,64.75,Medium
RRA-01528,2025-11-09,Hyderabad,Banjara Hills Ward,Banjara Hills Road No 12,17.422413,78.437085,8.66,56.15,923.5,24.5,21.56,34.45,High
RRA-01529,2025-02-10,Mumbai,Andheri Ward,Western Express Highway,19.103365,72.839963,13.66,51.52,1330.0,18.2,14.88,59.23,Medium
RRA-01530,2025-07-16,Mumbai,Bandra Ward,SV Road,19.062298,72.822065,57.15,85.08,1175.8,13.0,16.98,25.17,Critical
RRA-01531,2025-05-03,Mumbai,Bandra Ward,SV Road,19.057291,72.838546,31.07,66.49,189.6,13.0,17.85,25.17,Medium
RRA-01532,2025-03-20,Delhi,Dwarka Ward,NH48 Highway,28.590744,77.051376,8.27,45.06,1073.5,3.7,12.35,33.75,Low
RRA-01533,2025-10-07,Hyderabad,Uppal Ward,Uppal Road,17.398685,78.566509,18.29,66.44,2587.7,22.8,13.71,33.72,Critical
RRA-01534,2025-02-24,Mumbai,Chembur Ward,Eastern Express Highway,19.05231,72.891185,15.08,58.91,1250.5,22.7,3.6,49.17,Medium
RRA-01535,2025-04-14,Delhi,Azadpur Ward,GT Karnal Road,28.70442,77.174581,,60.86,1068.7,8.5,16.27,55.67,Medium
RRA-01536,2025-04-26,Bangalore,Marathahalli Ward,Outer Ring Road,12.963402,77.700038,23.23,56.76,1032.7,15.6,15.39,54.34,Medium
RRA-01537,2025-10-22,Chennai,Sholinganallur Ward,Old Mahabalipuram Road,12.900358,80.235595,31.62,64.01,1776.9,8.9,11.96,46.95,Medium
RRA-01538,2025-03-01,Bangalore,Electronic City Ward,Hosur Road,12.851926,77.656443,7.01,46.06,1483.8,3.2,7.38,45.63,Low
RRA-01539,2025-10-09,Mumbai,Chembur Ward,Eastern Express Highway,19.051427,72.890938,16.03,53.75,139.8,22.7,6.17,49.17,Medium
RRA-01540,2025-03-23,Mumbai,Ghatkopar Ward,LBS Marg,19.089251,72.91425,8.6,41.31,,8.0,7.23,64.75,Low
RRA-01541,2025-01-16,Mumbai,Andheri Ward,Western Express Highway,19.126002,72.841125,10.58,42.21,1107.7,18.2,10.59,59.23,Medium
RRA-01542,2025-01-11,Delhi,Dhaula Kuan Ward,Outer Ring Road,28.595006,77.165846,3.71,40.78,980.9,27.2,12.32,32.72,Medium
RRA-01543,2025-12-02,Bangalore,Marathahalli Ward,Outer Ring Road,12.946912,77.688695,3.38,46.94,1838.0,15.6,10.09,54.34,Medium
RRA-01544,2025-03-04,Mumbai,Andheri Ward,Western Express Highway,19.129101,72.845768,8.76,61.35,817.0,18.2,13.49,59.23,Medium
RRA-01545,2025-10-02,Bangalore,HAL Ward,Old Airport Road,12.958518,77.642277,9.56,53.35,739.2,5.6,7.74,58.83,Low
RRA-01546,2025-08-03,Mumbai,Thane Ward,Ghodbunder Road,19.234615,72.976575,49.47,80.96,,18.8,11.74,60.54,High
RRA-01547,2025-01-13,Mumbai,Vashi Ward,Sion Panvel Highway,19.078158,72.998845,13.84,53.52,1001.3,15.5,8.84,64.06,Low
RRA-01548,2025-12-22,Mumbai,Ghatkopar Ward,LBS Marg,19.08684,72.892955,12.81,51.47,1780.9,8.0,9.34,64.75,Low
RRA-01549,2025-06-13,Mumbai,Vashi Ward,Sion Panvel Highway,19.074228,72.991655,62.76,79.42,1378.4,15.5,10.67,64.06,High
RRA-01550,2025-08-26,Bangalore,Bannerghatta Ward,Bannerghatta Road,12.886587,77.594203,35.69,71.4,1092.6,27.2,4.36,33.99,High
RRA-01551,2025-03-09,Delhi,Dwarka Ward,NH48 Highway,28.589593,77.045859,7.02,47.74,635.1,3.7,,33.75,Low
RRA-01552,2025-10-04,Bangalore,HAL Ward,Old Airport Road,12.969989,77.646742,29.34,64.95,1499.0,5.6,17.65,58.83,Medium
RRA-01553,2025-08-02,Delhi,Dhaula Kuan Ward,Outer Ring Road,28.585519,77.164812,38.73,81.7,1728.2,27.2,20.8,32.72,Critical
